ecli,articles_considered,judgment_date
ECLI:CE:ECHR:2002:0725JUD003113696,38,2002-07-25
ECLI:CE:ECHR:2002:0725JUD003113696,39,2002-07-25
ECLI:CE:ECHR:2020:0204JUD004745510,6,2020-02-04
ECLI:CE:ECHR:2020:0204JUD004745510,10,2020-02-04
ECLI:CE:ECHR:2004:1007JUD005004299,29,2004-10-07
ECLI:CE:ECHR:2004:1007JUD005004299,41,2004-10-07
ECLI:CE:ECHR:2004:1007JUD005004299,P1,2004-10-07
ECLI:CE:ECHR:2009:0414JUD002926803,41,2009-04-14
ECLI:CE:ECHR:2009:0414JUD002926803,P1,2009-04-14
ECLI:CE:ECHR:2000:0428JUD004183398,6,2000-04-28
ECLI:CE:ECHR:2000:0428JUD004183398,41,2000-04-28
ECLI:CE:ECHR:2020:1013JUD003249515,8,2020-10-13
ECLI:CE:ECHR:2020:1013JUD003249515,35,2020-10-13
ECLI:CE:ECHR:2020:1013JUD003249515,41,2020-10-13
ECLI:CE:ECHR:2004:0608JUD006532301,6,2004-06-08
ECLI:CE:ECHR:2004:0608JUD006532301,29,2004-06-08
ECLI:CE:ECHR:2004:0608JUD006532301,41,2004-06-08
ECLI:CE:ECHR:2007:0503JUD007676301,6,2007-05-03
ECLI:CE:ECHR:2012:0925JUD001006711,3,2012-09-25
ECLI:CE:ECHR:2005:1011JUD005600200,6,2005-10-11
ECLI:CE:ECHR:2005:1011JUD005600200,9,2005-10-11
ECLI:CE:ECHR:2005:1011JUD005600200,10,2005-10-11
ECLI:CE:ECHR:2005:1011JUD005600200,11,2005-10-11
ECLI:CE:ECHR:2005:1011JUD005600200,14,2005-10-11
ECLI:CE:ECHR:2005:1011JUD005600200,29,2005-10-11
ECLI:CE:ECHR:2005:1011JUD005600200,41,2005-10-11
ECLI:CE:ECHR:2005:1011JUD005600200,5,2005-10-11
ECLI:CE:ECHR:2012:1030JUD001879103,35,2012-10-30
ECLI:CE:ECHR:2014:0527JUD000992912,8,2014-05-27
ECLI:CE:ECHR:2014:0527JUD000992912,14,2014-05-27
ECLI:CE:ECHR:2014:0527JUD000992912,35,2014-05-27
ECLI:CE:ECHR:2014:0527JUD000992912,37,2014-05-27
ECLI:CE:ECHR:2021:1012JUD002565819,5,2021-10-12
ECLI:CE:ECHR:2021:1012JUD002565819,6,2021-10-12
ECLI:CE:ECHR:2021:1012JUD002565819,13,2021-10-12
ECLI:CE:ECHR:2001:0731JUD004221198,5,2001-07-31
ECLI:CE:ECHR:2001:0731JUD004221198,6,2001-07-31
ECLI:CE:ECHR:2001:0731JUD004221198,41,2001-07-31
ECLI:CE:ECHR:2018:0116JUD004319005,6,2018-01-16
ECLI:CE:ECHR:2019:0709JUD000835117,1,2019-07-09
ECLI:CE:ECHR:2019:0709JUD000835117,2,2019-07-09
ECLI:CE:ECHR:2019:0709JUD000835117,3,2019-07-09
ECLI:CE:ECHR:2019:0709JUD000835117,41,2019-07-09
ECLI:CE:ECHR:2001:1211JUD005168099,6,2001-12-11
ECLI:CE:ECHR:2001:1211JUD005168099,41,2001-12-11
ECLI:CE:ECHR:1994:0623JUD001508889,10,1994-06-23
ECLI:CE:ECHR:2022:0505JUD001438518,2,2022-05-05
ECLI:CE:ECHR:2005:0322JUD003095196,3,2005-03-22
ECLI:CE:ECHR:2005:0322JUD003095196,5,2005-03-22
ECLI:CE:ECHR:2005:1011JUD004476698,13,2005-10-11
ECLI:CE:ECHR:2005:1011JUD004476698,41,2005-10-11
ECLI:CE:ECHR:2005:1011JUD004476698,P1,2005-10-11
ECLI:CE:ECHR:2001:1025JUD004446798,6,2001-10-25
ECLI:CE:ECHR:2001:1025JUD004446798,41,2001-10-25
ECLI:CE:ECHR:2011:1013JUD002690809,6,2011-10-13
ECLI:CE:ECHR:2020:1020JUD001311207,6,2020-10-20
ECLI:CE:ECHR:2020:1020JUD001311207,35,2020-10-20
ECLI:CE:ECHR:2020:1020JUD001311207,41,2020-10-20
ECLI:CE:ECHR:2020:1020JUD001311207,P7,2020-10-20
ECLI:CE:ECHR:2014:0325JUD000360108,6,2014-03-25
ECLI:CE:ECHR:2002:0314JUD004773499,6,2002-03-14
ECLI:CE:ECHR:2012:1016JUD004730308,3,2012-10-16
ECLI:CE:ECHR:2011:1110JUD002968108,8,2011-11-10
ECLI:CE:ECHR:2005:0428JUD004160498,6,2005-04-28
ECLI:CE:ECHR:2005:0428JUD004160498,8,2005-04-28
ECLI:CE:ECHR:2005:0428JUD004160498,41,2005-04-28
ECLI:CE:ECHR:2002:0228JUD005281699,6,2002-02-28
ECLI:CE:ECHR:2002:0228JUD005281699,41,2002-02-28
ECLI:CE:ECHR:2002:1217JUD004621599,6,2002-12-17
ECLI:CE:ECHR:2002:1217JUD004621599,41,2002-12-17
ECLI:CE:ECHR:2019:0702JUD007395411,10,2019-07-02
ECLI:CE:ECHR:2007:0605JUD001738102,2,2007-06-05
ECLI:CE:ECHR:2007:0605JUD001738102,6,2007-06-05
ECLI:CE:ECHR:2007:0605JUD001738102,8,2007-06-05
ECLI:CE:ECHR:2007:0605JUD001738102,13,2007-06-05
ECLI:CE:ECHR:2007:0605JUD001738102,29,2007-06-05
ECLI:CE:ECHR:2007:0605JUD001738102,34,2007-06-05
ECLI:CE:ECHR:2007:0605JUD001738102,35,2007-06-05
ECLI:CE:ECHR:2007:0605JUD001738102,41,2007-06-05
ECLI:CE:ECHR:2007:0605JUD001738102,P1,2007-06-05
ECLI:CE:ECHR:2003:0410JUD004637299,P1,2003-04-10
ECLI:CE:ECHR:2002:0212JUD005609400,6,2002-02-12
ECLI:CE:ECHR:2002:0212JUD005609400,41,2002-02-12
ECLI:CE:ECHR:2007:0906JUD003926502,6,2007-09-06
ECLI:CE:ECHR:2007:0906JUD003926502,P1,2007-09-06
ECLI:CE:ECHR:2006:1219JUD007764101,6,2006-12-19
ECLI:CE:ECHR:2006:1219JUD007764101,10,2006-12-19
ECLI:CE:ECHR:2006:1219JUD007764101,29,2006-12-19
ECLI:CE:ECHR:2006:1219JUD007764101,35,2006-12-19
ECLI:CE:ECHR:2006:1219JUD007764101,41,2006-12-19
ECLI:CE:ECHR:2006:1219JUD007764101,34,2006-12-19
ECLI:CE:ECHR:2019:0129JUD000026114,3,2019-01-29
ECLI:CE:ECHR:2021:1118JUD002780112,6,2021-11-18
ECLI:CE:ECHR:2021:1118JUD002780112,10,2021-11-18
ECLI:CE:ECHR:2007:0116JUD001707005,6,2007-01-16
ECLI:CE:ECHR:2007:0116JUD001707005,29,2007-01-16
ECLI:CE:ECHR:2007:0116JUD001707005,35,2007-01-16
ECLI:CE:ECHR:2007:0116JUD001707005,41,2007-01-16
ECLI:CE:ECHR:2009:0310JUD004541307,6,2009-03-10
ECLI:CE:ECHR:2009:0310JUD004541307,14,2009-03-10
ECLI:CE:ECHR:2009:0310JUD004541307,41,2009-03-10
ECLI:CE:ECHR:2009:0310JUD004541307,35,2009-03-10
ECLI:CE:ECHR:2003:0925JUD004584099,6,2003-09-25
ECLI:CE:ECHR:2003:0925JUD004584099,41,2003-09-25
ECLI:CE:ECHR:2014:0724JUD005184712,6,2014-07-24
ECLI:CE:ECHR:2014:0724JUD005184712,13,2014-07-24
ECLI:CE:ECHR:2002:0328JUD005428000,6,2002-03-28
ECLI:CE:ECHR:2002:0328JUD005428000,41,2002-03-28
ECLI:CE:ECHR:2014:1014JUD000540512,3,2014-10-14
ECLI:CE:ECHR:2003:1125JUD005188799,6,2003-11-25
ECLI:CE:ECHR:2003:1125JUD005188799,29,2003-11-25
ECLI:CE:ECHR:2003:1125JUD005188799,35,2003-11-25
ECLI:CE:ECHR:2003:1125JUD005188799,41,2003-11-25
ECLI:CE:ECHR:2011:1215JUD002993807,6,2011-12-15
ECLI:CE:ECHR:1985:0212JUD000902480,6,1985-02-12
ECLI:CE:ECHR:1985:0212JUD000902480,41,1985-02-12
ECLI:CE:ECHR:2009:0623JUD003968602,5,2009-06-23
ECLI:CE:ECHR:2009:0716JUD003373802,6,2009-07-16
ECLI:CE:ECHR:2009:0716JUD003373802,35,2009-07-16
ECLI:CE:ECHR:2009:0716JUD003373802,41,2009-07-16
ECLI:CE:ECHR:2005:1108JUD004291398,14,2005-11-08
ECLI:CE:ECHR:2005:1108JUD004291398,41,2005-11-08
ECLI:CE:ECHR:2005:1108JUD004291398,P1,2005-11-08
ECLI:CE:ECHR:2008:1021JUD001953703,8,2008-10-21
ECLI:CE:ECHR:2008:1021JUD001953703,29,2008-10-21
ECLI:CE:ECHR:2008:1021JUD001953703,41,2008-10-21
ECLI:CE:ECHR:2007:0920JUD006640001,6,2007-09-20
ECLI:CE:ECHR:2007:0920JUD006640001,10,2007-09-20
ECLI:CE:ECHR:2007:0920JUD006640001,14,2007-09-20
ECLI:CE:ECHR:2021:0831JUD002000213,10,2021-08-31
ECLI:CE:ECHR:2021:0831JUD002000213,13,2021-08-31
ECLI:CE:ECHR:2021:0831JUD002000213,35,2021-08-31
ECLI:CE:ECHR:2021:0831JUD002000213,41,2021-08-31
ECLI:CE:ECHR:2010:1012JUD001853505,6,2010-10-12
ECLI:CE:ECHR:2019:1001JUD005469813,10,2019-10-01
ECLI:CE:ECHR:2022:0201JUD000952620,P1,2022-02-01
ECLI:CE:ECHR:2001:0301JUD004778099,6,2001-03-01
ECLI:CE:ECHR:2001:0301JUD004778099,41,2001-03-01
ECLI:CE:ECHR:2001:0927JUD003185096,5,2001-09-27
ECLI:CE:ECHR:2001:0927JUD003185096,41,2001-09-27
ECLI:CE:ECHR:2000:1107JUD003560597,6,2000-11-07
ECLI:CE:ECHR:2000:1107JUD003560597,41,2000-11-07
ECLI:CE:ECHR:2000:1116JUD003944298,6,2000-11-16
ECLI:CE:ECHR:2000:1116JUD003944298,13,2000-11-16
ECLI:CE:ECHR:2000:1116JUD003944298,41,2000-11-16
ECLI:CE:ECHR:2000:0622JUD004308898,6,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004308898,37,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004308898,38,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004308898,41,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004308898,39,2000-06-22
ECLI:CE:ECHR:1992:0925JUD001361188,6,1992-09-25
ECLI:CE:ECHR:2004:1214JUD002587503,3,2004-12-14
ECLI:CE:ECHR:2004:1214JUD002587503,29,2004-12-14
ECLI:CE:ECHR:2018:0327JUD001593011,6,2018-03-27
ECLI:CE:ECHR:2004:1019JUD005933500,6,2004-10-19
ECLI:CE:ECHR:2004:1019JUD005933500,41,2004-10-19
ECLI:CE:ECHR:1999:1109JUD003847897,6,1999-11-09
ECLI:CE:ECHR:1999:1109JUD003847897,41,1999-11-09
ECLI:CE:ECHR:2002:0606JUD004783399,6,2002-06-06
ECLI:CE:ECHR:2002:0606JUD004783399,41,2002-06-06
ECLI:CE:ECHR:2004:0715JUD001943102,6,2004-07-15
ECLI:CE:ECHR:2004:0715JUD001943102,29,2004-07-15
ECLI:CE:ECHR:2004:0715JUD001943102,41,2004-07-15
ECLI:CE:ECHR:2004:0715JUD001943102,P1,2004-07-15
ECLI:CE:ECHR:2002:0212JUD005291499,6,2002-02-12
ECLI:CE:ECHR:2002:0212JUD005291499,41,2002-02-12
ECLI:CE:ECHR:1999:0708JUD002376394,1,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002376394,2,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002376394,13,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002376394,34,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002376394,35,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002376394,38,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002376394,41,1999-07-08
ECLI:CE:ECHR:1999:0708JUD002376394,14,1999-07-08
ECLI:CE:ECHR:2018:0925JUD007663911,6,2018-09-25
ECLI:CE:ECHR:2018:0925JUD007663911,8,2018-09-25
ECLI:CE:ECHR:2018:0925JUD007663911,35,2018-09-25
ECLI:CE:ECHR:2018:0925JUD007663911,41,2018-09-25
ECLI:CE:ECHR:2001:0130JUD001927592,41,2001-01-30
ECLI:CE:ECHR:2001:0130JUD001927592,P1,2001-01-30
ECLI:CE:ECHR:1988:0609JUD000927681,41,1988-06-09
ECLI:CE:ECHR:1988:0609JUD000927681,39,1988-06-09
ECLI:CE:ECHR:2011:1020JUD005101908,3,2011-10-20
ECLI:CE:ECHR:2011:1020JUD005101908,13,2011-10-20
ECLI:CE:ECHR:2013:0709JUD000450908,3,2013-07-09
ECLI:CE:ECHR:2013:0709JUD000450908,5,2013-07-09
ECLI:CE:ECHR:2013:0709JUD000450908,35,2013-07-09
ECLI:CE:ECHR:2013:0709JUD000450908,41,2013-07-09
ECLI:CE:ECHR:2005:0210JUD003380802,6,2005-02-10
ECLI:CE:ECHR:2005:0210JUD003380802,29,2005-02-10
ECLI:CE:ECHR:2005:0210JUD003380802,41,2005-02-10
ECLI:CE:ECHR:2005:0210JUD003380802,P1,2005-02-10
ECLI:CE:ECHR:2005:0210JUD003380802,34,2005-02-10
ECLI:CE:ECHR:2000:0328JUD004120998,6,2000-03-28
ECLI:CE:ECHR:2000:0328JUD004120998,41,2000-03-28
ECLI:CE:ECHR:2000:0328JUD004120998,P1,2000-03-28
ECLI:CE:ECHR:2008:0115JUD001245803,6,2008-01-15
ECLI:CE:ECHR:2019:1017JUD001460408,9,2019-10-17
ECLI:CE:ECHR:2019:1017JUD001460408,35,2019-10-17
ECLI:CE:ECHR:2019:1017JUD001460408,41,2019-10-17
ECLI:CE:ECHR:2019:1017JUD001460408,46,2019-10-17
ECLI:CE:ECHR:2014:0114JUD001203003,P1,2014-01-14
ECLI:CE:ECHR:2010:0916JUD002408908,6,2010-09-16
ECLI:CE:ECHR:2010:0916JUD002408908,13,2010-09-16
ECLI:CE:ECHR:2012:0417JUD005190609,6,2012-04-17
ECLI:CE:ECHR:2016:1018JUD001614310,3,2016-10-18
ECLI:CE:ECHR:2016:1018JUD001614310,8,2016-10-18
ECLI:CE:ECHR:1989:0622JUD001137385,8,1989-06-22
ECLI:CE:ECHR:1989:0622JUD001137385,6,1989-06-22
ECLI:CE:ECHR:1989:0622JUD001137385,P1,1989-06-22
ECLI:CE:ECHR:1989:0622JUD001137385,13,1989-06-22
ECLI:CE:ECHR:1989:0622JUD001137385,41,1989-06-22
ECLI:CE:ECHR:1989:0622JUD001137385,11,1989-06-22
ECLI:CE:ECHR:1989:0622JUD001137385,34,1989-06-22
ECLI:CE:ECHR:2001:0918JUD001968092,6,2001-09-18
ECLI:CE:ECHR:2001:0918JUD001968092,41,2001-09-18
ECLI:CE:ECHR:2001:0918JUD001968092,P1,2001-09-18
ECLI:CE:ECHR:2020:0528JUD001810612,6,2020-05-28
ECLI:CE:ECHR:2020:0528JUD001810612,13,2020-05-28
ECLI:CE:ECHR:2020:0528JUD001810612,P1,2020-05-28
ECLI:CE:ECHR:2002:0409JUD004349198,6,2002-04-09
ECLI:CE:ECHR:2014:0904JUD001789709,3,2014-09-04
ECLI:CE:ECHR:2014:0904JUD001789709,13,2014-09-04
ECLI:CE:ECHR:2004:0115JUD004806599,6,2004-01-15
ECLI:CE:ECHR:2004:0115JUD004806599,29,2004-01-15
ECLI:CE:ECHR:2004:0115JUD004806599,35,2004-01-15
ECLI:CE:ECHR:2004:0115JUD004806599,41,2004-01-15
ECLI:CE:ECHR:2010:0401JUD001287908,6,2010-04-01
ECLI:CE:ECHR:1998:0824JUD002361894,8,1998-08-24
ECLI:CE:ECHR:1998:0824JUD002361894,13,1998-08-24
ECLI:CE:ECHR:1998:0824JUD002361894,41,1998-08-24
ECLI:CE:ECHR:1998:0824JUD002361894,10,1998-08-24
ECLI:CE:ECHR:2012:0713JUD001635406,10,2012-07-13
ECLI:CE:ECHR:2012:0713JUD001635406,35,2012-07-13
ECLI:CE:ECHR:2004:0108JUD004716999,6,2004-01-08
ECLI:CE:ECHR:2004:0108JUD004716999,41,2004-01-08
ECLI:CE:ECHR:2009:1027JUD003999404,P1,2009-10-27
ECLI:CE:ECHR:2020:0204JUD005410407,6,2020-02-04
ECLI:CE:ECHR:2020:0204JUD005410407,P1,2020-02-04
ECLI:CE:ECHR:2017:0530JUD005036414,2,2017-05-30
ECLI:CE:ECHR:2017:0530JUD005036414,3,2017-05-30
ECLI:CE:ECHR:2017:0530JUD005036414,35,2017-05-30
ECLI:CE:ECHR:2001:1025JUD004445698,6,2001-10-25
ECLI:CE:ECHR:2001:1025JUD004445698,41,2001-10-25
ECLI:CE:ECHR:2001:1025JUD004445698,P1,2001-10-25
ECLI:CE:ECHR:2006:0209JUD007344301,5,2006-02-09
ECLI:CE:ECHR:2006:0209JUD007344301,6,2006-02-09
ECLI:CE:ECHR:2006:0209JUD007344301,41,2006-02-09
ECLI:CE:ECHR:2006:0209JUD007344301,34,2006-02-09
ECLI:CE:ECHR:2011:0210JUD001157804,6,2011-02-10
ECLI:CE:ECHR:2020:0929JUD003156004,P1,2020-09-29
ECLI:CE:ECHR:1984:1023JUD000854479,41,1984-10-23
ECLI:CE:ECHR:2002:0219JUD005620400,6,2002-02-19
ECLI:CE:ECHR:2002:0219JUD005620400,41,2002-02-19
ECLI:CE:ECHR:2021:0218JUD006032415,3,2021-02-18
ECLI:CE:ECHR:2013:0409JUD002056207,3,2013-04-09
ECLI:CE:ECHR:2019:0115JUD002180708,10,2019-01-15
ECLI:CE:ECHR:2022:0414JUD005051720,2,2022-04-14
ECLI:CE:ECHR:2004:0127JUD007379701,6,2004-01-27
ECLI:CE:ECHR:2004:0127JUD007379701,10,2004-01-27
ECLI:CE:ECHR:2004:0127JUD007379701,41,2004-01-27
ECLI:CE:ECHR:2013:0122JUD004919706,10,2013-01-22
ECLI:CE:ECHR:2013:0122JUD004919706,35,2013-01-22
ECLI:CE:ECHR:2013:0122JUD004919706,41,2013-01-22
ECLI:CE:ECHR:2000:0622JUD004300698,6,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004300698,37,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004300698,38,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004300698,41,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004300698,39,2000-06-22
ECLI:CE:ECHR:2014:0708JUD002296510,2,2014-07-08
ECLI:CE:ECHR:2009:0428JUD003552803,6,2009-04-28
ECLI:CE:ECHR:2011:0405JUD001456905,3,2011-04-05
ECLI:CE:ECHR:2011:0405JUD001456905,5,2011-04-05
ECLI:CE:ECHR:2001:0227JUD004443698,6,2001-02-27
ECLI:CE:ECHR:2001:0227JUD004443698,41,2001-02-27
ECLI:CE:ECHR:2008:0603JUD002033403,P1,2008-06-03
ECLI:CE:ECHR:2001:0227JUD003094796,37,2001-02-27
ECLI:CE:ECHR:2001:0227JUD003094796,39,2001-02-27
ECLI:CE:ECHR:2001:0227JUD003094796,P1,2001-02-27
ECLI:CE:ECHR:2009:0205JUD004211704,10,2009-02-05
ECLI:CE:ECHR:1972:0622JUD000261465,34,1972-06-22
ECLI:CE:ECHR:1972:0622JUD000261465,41,1972-06-22
ECLI:CE:ECHR:2010:0302JUD003931207,6,2010-03-02
ECLI:CE:ECHR:2000:0622JUD004309498,6,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004309498,37,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004309498,38,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004309498,41,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004309498,39,2000-06-22
ECLI:CE:ECHR:2008:0731JUD003202506,6,2008-07-31
ECLI:CE:ECHR:2001:1025JUD004434398,6,2001-10-25
ECLI:CE:ECHR:2001:1025JUD004434398,41,2001-10-25
ECLI:CE:ECHR:2021:0629JUD004580112,5,2021-06-29
ECLI:CE:ECHR:1987:1202JUD000999082,41,1987-12-02
ECLI:CE:ECHR:2011:0215JUD002816906,8,2011-02-15
ECLI:CE:ECHR:2007:0208JUD002644904,P1,2007-02-08
ECLI:CE:ECHR:2010:0225JUD001329007,10,2010-02-25
ECLI:CE:ECHR:2010:0225JUD001329007,35,2010-02-25
ECLI:CE:ECHR:2010:0225JUD001329007,41,2010-02-25
ECLI:CE:ECHR:2002:0409JUD004479198,6,2002-04-09
ECLI:CE:ECHR:2002:0409JUD004479198,37,2002-04-09
ECLI:CE:ECHR:2002:0409JUD004479198,39,2002-04-09
ECLI:CE:ECHR:2022:0607JUD002140216,6,2022-06-07
ECLI:CE:ECHR:2004:1028JUD005096799,6,2004-10-28
ECLI:CE:ECHR:2004:1028JUD005096799,29,2004-10-28
ECLI:CE:ECHR:2004:1028JUD005096799,35,2004-10-28
ECLI:CE:ECHR:2004:1028JUD005096799,41,2004-10-28
ECLI:CE:ECHR:2004:1028JUD005096799,P1,2004-10-28
ECLI:CE:ECHR:2007:1004JUD001799702,6,2007-10-04
ECLI:CE:ECHR:2001:0918JUD001969892,6,2001-09-18
ECLI:CE:ECHR:2001:0918JUD001969892,41,2001-09-18
ECLI:CE:ECHR:2001:0918JUD001969892,P1,2001-09-18
ECLI:CE:ECHR:1997:0701JUD001921891,5,1997-07-01
ECLI:CE:ECHR:2009:0402JUD003581207,6,2009-04-02
ECLI:CE:ECHR:2000:1109JUD004586899,6,2000-11-09
ECLI:CE:ECHR:2000:1109JUD004586899,41,2000-11-09
ECLI:CE:ECHR:1999:0218JUD002608394,6,1999-02-18
ECLI:CE:ECHR:2008:0630JUD002297805,3,2008-06-30
ECLI:CE:ECHR:2008:0630JUD002297805,6,2008-06-30
ECLI:CE:ECHR:2008:0630JUD002297805,34,2008-06-30
ECLI:CE:ECHR:2014:1113JUD003221107,3,2014-11-13
ECLI:CE:ECHR:1991:1203JUD001333887,6,1991-12-03
ECLI:CE:ECHR:2000:0215JUD003989498,6,2000-02-15
ECLI:CE:ECHR:2000:0215JUD003989498,41,2000-02-15
ECLI:CE:ECHR:1992:0326JUD001176085,6,1992-03-26
ECLI:CE:ECHR:1992:0326JUD001176085,41,1992-03-26
ECLI:CE:ECHR:2014:1113JUD000316811,2,2014-11-13
ECLI:CE:ECHR:2000:0622JUD004301098,6,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004301098,37,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004301098,38,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004301098,41,2000-06-22
ECLI:CE:ECHR:2000:0622JUD004301098,39,2000-06-22
ECLI:CE:ECHR:2012:0925JUD000064908,3,2012-09-25
ECLI:CE:ECHR:2012:0925JUD000064908,6,2012-09-25
ECLI:CE:ECHR:2012:0925JUD000064908,35,2012-09-25
ECLI:CE:ECHR:2012:0925JUD000064908,41,2012-09-25
ECLI:CE:ECHR:2007:0123JUD000207804,5,2007-01-23
ECLI:CE:ECHR:2016:0719JUD004388513,2,2016-07-19
ECLI:CE:ECHR:2002:0319JUD005619800,6,2002-03-19
ECLI:CE:ECHR:2002:0319JUD005619800,41,2002-03-19
ECLI:CE:ECHR:2002:0319JUD005619800,29,2002-03-19
ECLI:CE:ECHR:2001:0918JUD001966792,6,2001-09-18
ECLI:CE:ECHR:2001:0918JUD001966792,41,2001-09-18
ECLI:CE:ECHR:2001:0918JUD001966792,P1,2001-09-18
ECLI:CE:ECHR:1993:0526JUD001364588,6,1993-05-26
ECLI:CE:ECHR:1993:0526JUD001364588,41,1993-05-26
ECLI:CE:ECHR:2012:0117JUD003186906,3,2012-01-17
ECLI:CE:ECHR:2006:1005JUD001002202,29,2006-10-05
ECLI:CE:ECHR:2006:1005JUD001002202,P1,2006-10-05
ECLI:CE:ECHR:2020:0915JUD001506412,5,2020-09-15
ECLI:CE:ECHR:2020:0915JUD001506412,10,2020-09-15
ECLI:CE:ECHR:1991:0524JUD001189085,6,1991-05-24
ECLI:CE:ECHR:1991:0524JUD001189085,41,1991-05-24
ECLI:CE:ECHR:2011:0201JUD000077508,8,2011-02-01
ECLI:CE:ECHR:2008:0304JUD000978603,3,2008-03-04
ECLI:CE:ECHR:2002:0228JUD005109999,6,2002-02-28
ECLI:CE:ECHR:2002:0228JUD005109999,41,2002-02-28
ECLI:CE:ECHR:2003:1028JUD003965798,10,2003-10-28
ECLI:CE:ECHR:2001:1004JUD003832897,6,2001-10-04
ECLI:CE:ECHR:2001:1004JUD003832897,41,2001-10-04
ECLI:CE:ECHR:2005:0204JUD004682799,2,2005-02-04
ECLI:CE:ECHR:2005:0204JUD004682799,3,2005-02-04
ECLI:CE:ECHR:2005:0204JUD004682799,6,2005-02-04
ECLI:CE:ECHR:2005:0204JUD004682799,34,2005-02-04
ECLI:CE:ECHR:2005:0204JUD004682799,36,2005-02-04
ECLI:CE:ECHR:2005:0204JUD004682799,41,2005-02-04
ECLI:CE:ECHR:2005:1115JUD006012400,41,2005-11-15
ECLI:CE:ECHR:2005:1115JUD006012400,P1,2005-11-15
ECLI:CE:ECHR:2011:1206JUD004196908,6,2011-12-06
ECLI:CE:ECHR:2007:1016JUD007433601,8,2007-10-16
ECLI:CE:ECHR:2007:1016JUD007433601,41,2007-10-16
ECLI:CE:ECHR:2002:0228JUD005113899,6,2002-02-28
ECLI:CE:ECHR:2002:0228JUD005113899,41,2002-02-28
ECLI:CE:ECHR:1992:1216JUD001298187,6,1992-12-16
ECLI:CE:ECHR:1992:1216JUD001298187,35,1992-12-16
ECLI:CE:ECHR:2015:0210JUD001798609,6,2015-02-10
ECLI:CE:ECHR:2015:0210JUD001798609,P1,2015-02-10
ECLI:CE:ECHR:2004:0914JUD007625001,6,2004-09-14
ECLI:CE:ECHR:2004:0914JUD007625001,29,2004-09-14
ECLI:CE:ECHR:2004:0914JUD007625001,41,2004-09-14
ECLI:CE:ECHR:2019:0613JUD006473212,P1,2019-06-13
ECLI:CE:ECHR:2016:0531JUD004406209,5,2016-05-31
ECLI:CE:ECHR:2020:0618JUD004130213,6,2020-06-18
ECLI:CE:ECHR:2016:1018JUD006514612,2,2016-10-18
ECLI:CE:ECHR:2010:1125JUD001801006,6,2010-11-25
ECLI:CE:ECHR:2010:1125JUD001801006,13,2010-11-25
ECLI:CE:ECHR:2010:1125JUD001801006,35,2010-11-25
ECLI:CE:ECHR:2010:1125JUD001801006,41,2010-11-25
ECLI:CE:ECHR:2002:1105JUD004120298,6,2002-11-05
ECLI:CE:ECHR:2002:1105JUD004120298,41,2002-11-05
ECLI:CE:ECHR:1998:0609JUD002658695,6,1998-06-09
ECLI:CE:ECHR:2018:0222JUD000058813,8,2018-02-22
ECLI:CE:ECHR:2018:0222JUD000058813,35,2018-02-22
ECLI:CE:ECHR:2012:0503JUD001685009,2,2012-05-03
ECLI:CE:ECHR:2004:1005JUD004401002,6,2004-10-05
ECLI:CE:ECHR:2004:1005JUD004401002,29,2004-10-05
ECLI:CE:ECHR:2004:1005JUD004401002,41,2004-10-05
ECLI:CE:ECHR:2009:0702JUD002353002,6,2009-07-02
ECLI:CE:ECHR:2009:0702JUD002353002,41,2009-07-02
ECLI:CE:ECHR:2006:0803JUD006858501,6,2006-08-03
ECLI:CE:ECHR:2006:0803JUD006858501,29,2006-08-03
ECLI:CE:ECHR:2006:0803JUD006858501,35,2006-08-03
ECLI:CE:ECHR:2006:0803JUD006858501,41,2006-08-03
ECLI:CE:ECHR:2006:0803JUD006858501,P1,2006-08-03
ECLI:CE:ECHR:2019:0411JUD001126010,6,2019-04-11
ECLI:CE:ECHR:2006:0427JUD000754404,6,2006-04-27
ECLI:CE:ECHR:2006:0427JUD000754404,29,2006-04-27
ECLI:CE:ECHR:2006:0427JUD000754404,41,2006-04-27
ECLI:CE:ECHR:2000:1121JUD004651299,6,2000-11-21
ECLI:CE:ECHR:2000:1121JUD004651299,41,2000-11-21
ECLI:CE:ECHR:2016:0920JUD002647010,2,2016-09-20
